source,target,relation,weight
U0093,T03479,a_créé,1
U0060,T02256,a_créé,1
U0057,T01263,a_créé,1
U0074,T03170,a_créé,1
U0100,T01241,a_créé,1
T00384,TAG009,tagué,1
U0059,T02780,a_créé,1
U0080,T01492,a_créé,1
T02750,TAG014,tagué,1
T00040,TAG005,tagué,1
U0015,T02837,a_créé,1
T01244,TAG020,tagué,1
U0044,T02599,a_créé,1
T02377,TAG021,tagué,1
U0026,T02786,a_créé,1
M00777,T02455,lié_à,1
U0050,T02759,assigné_à,1
U0073,T03288,assigné_à,1
U0038,M00190,a_envoyé,1
T03336,TAG003,tagué,1
T02465,C0029,appartient_à,1
T02262,TAG019,tagué,1
U0017,T02935,assigné_à,1
T00205,TAG023,tagué,1
U0017,T02623,assigné_à,1
U0010,C0018,gère,4
T00491,TAG011,tagué,1
U0054,T00267,assigné_à,1
U0035,T02885,a_créé,1
T02997,TAG012,tagué,1
T01854,C0021,appartient_à,1
T00203,C0044,appartient_à,1
T01454,TAG021,tagué,1
T00584,C0036,appartient_à,1
T03271,TAG008,tagué,1
T01452,TAG022,tagué,1
T01730,TAG020,tagué,1
T02248,C0041,appartient_à,1
T03463,TAG018,tagué,1
U0068,T00317,assigné_à,1
M01034,T00182,lié_à,1
M00340,T02263,lié_à,1
T02299,TAG017,tagué,1
T01537,TAG012,tagué,1
T01136,TAG022,tagué,1
M00324,T01357,lié_à,1
U0030,T01854,assigné_à,1
T02174,C0035,appartient_à,1
M00915,T03422,lié_à,1
T00227,TAG025,tagué,1
M00061,T00454,lié_à,1
U0041,T00873,a_créé,1
U0079,T00902,a_créé,1
T01614,C0002,appartient_à,1
U0006,T01970,a_créé,1
T00744,TAG017,tagué,1
U0011,T02616,assigné_à,1
T00562,TAG018,tagué,1
U0042,T00101,a_créé,1
U0044,M01033,a_envoyé,1
M01094,T01161,lié_à,1
T00852,TAG022,tagué,1
M01115,T02700,lié_à,1
T01094,TAG022,tagué,1
U0074,T02361,a_créé,1
T02634,TAG019,tagué,1
T01287,TAG006,tagué,1
T01577,C0039,appartient_à,1
T01193,C0022,appartient_à,1
T01389,C0038,appartient_à,1
U0075,T00515,assigné_à,1
T03416,C0024,appartient_à,1
U0028,T03127,assigné_à,1
U0050,T00568,a_créé,1
U0016,T01964,a_créé,1
U0072,T03143,a_créé,1
T02465,TAG005,tagué,1
U0079,T02765,a_créé,1
U0018,T02319,assigné_à,1
T00858,TAG020,tagué,1
T02287,C0029,appartient_à,1
U0044,T00097,a_créé,1
T02428,C0043,appartient_à,1
T03229,TAG009,tagué,1
U0058,T03336,assigné_à,1
T01223,C0040,appartient_à,1
U0008,T02185,assigné_à,1
U0089,T01314,a_créé,1
U0006,T01792,assigné_à,1
T01288,TAG009,tagué,1
T00229,C0023,appartient_à,1
T03239,C0026,appartient_à,1
T00396,TAG008,tagué,1
T03099,C0019,appartient_à,1
U0094,T00289,a_créé,1
U0068,T00924,a_créé,1
U0052,T03439,assigné_à,1
U0062,T02317,assigné_à,1
T00515,TAG020,tagué,1
T02267,C0007,appartient_à,1
U0088,T00585,assigné_à,1
U0051,T00168,assigné_à,1
T03044,TAG006,tagué,1
T02701,TAG007,tagué,1
U0038,T01985,assigné_à,1
T03271,C0004,appartient_à,1
M00599,T01125,lié_à,1
T01949,TAG025,tagué,1
T00037,TAG011,tagué,1
T01387,C0009,appartient_à,1
U0008,T02873,a_créé,1
U0008,T00954,assigné_à,1
T02827,C0005,appartient_à,1
U0007,M01108,a_envoyé,1
T01497,TAG022,tagué,1
T02928,TAG011,tagué,1
U0093,T00758,a_créé,1
U0044,T02150,assigné_à,1
T02707,TAG015,tagué,1
T00652,TAG021,tagué,1
T01979,C0058,appartient_à,1
T03092,TAG025,tagué,1
U0027,T01429,a_créé,1
T03439,TAG014,tagué,1
U0043,T00705,assigné_à,1
T01546,TAG024,tagué,1
T01800,TAG016,tagué,1
T01582,TAG003,tagué,1
T01818,C0019,appartient_à,1
T01534,TAG007,tagué,1
T00188,TAG019,tagué,1
T00154,TAG002,tagué,1
T02214,TAG018,tagué,1
U0062,T01733,a_créé,1
T02385,TAG008,tagué,1
T02784,TAG021,tagué,1
T01972,TAG008,tagué,1
T00935,TAG023,tagué,1
T00116,C0041,appartient_à,1
T02134,TAG013,tagué,1
M00203,T03006,lié_à,1
U0031,T02460,assigné_à,1
U0069,M01062,a_envoyé,1
U0012,T01388,assigné_à,1
U0015,T03442,a_créé,1
U0063,C0026,gère,1
U0015,T00576,a_créé,1
T01783,TAG012,tagué,1
U0099,T01148,assigné_à,1
U0087,T01869,assigné_à,1
T00748,C0012,appartient_à,1
U0098,M00617,a_envoyé,1
U0071,T00601,assigné_à,1
T00230,TAG009,tagué,1
U0015,T01635,a_créé,1
T02673,C0020,appartient_à,1
U0006,T00988,a_créé,1
T03380,C0045,appartient_à,1
T02339,TAG001,tagué,1
T00262,C0001,appartient_à,1
T03406,C0059,appartient_à,1
T00064,C0048,appartient_à,1
T00291,C0006,appartient_à,1
U0081,T00632,a_créé,1
T02231,C0056,appartient_à,1
T02082,TAG020,tagué,1
T00107,TAG010,tagué,1
T00319,TAG021,tagué,1
T00213,TAG005,tagué,1
T01265,TAG004,tagué,1
T01073,TAG003,tagué,1
T02387,C0004,appartient_à,1
M00479,T02411,lié_à,1
T03081,C0003,appartient_à,1
U0014,T02438,assigné_à,1
T02011,C0012,appartient_à,1
T01734,C0043,appartient_à,1
U0075,T03158,assigné_à,1
T01902,TAG007,tagué,1
T02027,C0050,appartient_à,1
T02555,TAG025,tagué,1
T00076,TAG020,tagué,1
T02843,C0054,appartient_à,1
M00613,T00641,lié_à,1
U0041,T01900,assigné_à,1
U0004,T00772,a_créé,1
M00791,T02054,lié_à,1
U0042,T02362,assigné_à,1
T00124,C0052,appartient_à,1
T02530,TAG014,tagué,1
T03494,TAG011,tagué,1
U0058,T01826,assigné_à,1
U0086,T01220,assigné_à,1
U0086,T00802,assigné_à,1
T00909,TAG005,tagué,1
U0031,T02177,a_créé,1
U0095,T03485,a_créé,1
U0069,T02563,a_créé,1
U0049,T00410,a_créé,1
U0022,T00432,assigné_à,1
T01484,C0048,appartient_à,1
T02879,C0029,appartient_à,1
T02606,TAG013,tagué,1
U0098,T02241,a_créé,1
T02733,C0054,appartient_à,1
U0058,T01860,a_créé,1
U0062,T00664,assigné_à,1
U0030,T02618,assigné_à,1
U0046,T03418,a_créé,1
T02487,TAG004,tagué,1
T00854,TAG024,tagué,1
T00439,TAG024,tagué,1
U0013,T02583,a_créé,1
U0036,T02903,a_créé,1
T01174,TAG025,tagué,1
T00331,C0044,appartient_à,1
U0074,T00958,a_créé,1
U0006,T02819,assigné_à,1
T00111,TAG001,tagué,1
U0040,T02943,a_créé,1
T01597,C0054,appartient_à,1
U0060,T00836,a_créé,1
U0060,M00304,a_envoyé,1
U0020,M00549,a_envoyé,1
T03106,C0055,appartient_à,1
M00797,T01464,lié_à,1
U0078,M00265,a_envoyé,1
M00826,T01957,lié_à,1
M00763,T00197,lié_à,1
U0021,T00487,a_créé,1
T03463,TAG005,tagué,1
T02372,TAG003,tagué,1
U0027,C0055,gère,5
T00041,TAG004,tagué,1
T00196,TAG009,tagué,1
U0078,T03102,assigné_à,1
T02780,TAG018,tagué,1
T01962,TAG020,tagué,1
M00960,T01894,lié_à,1
T00065,TAG009,tagué,1
T00387,C0030,appartient_à,1
T01268,C0026,appartient_à,1
T02693,C0037,appartient_à,1
U0014,T02894,assigné_à,1
T02264,C0058,appartient_à,1
T01664,TAG018,tagué,1
T03338,TAG016,tagué,1
U0051,T01044,a_créé,1
U0083,M01065,a_envoyé,1
T03351,C0025,appartient_à,1
U0015,M00117,a_envoyé,1
U0029,T01662,a_créé,1
U0066,M00334,a_envoyé,1
T00350,TAG015,tagué,1
U0007,T03187,assigné_à,1
T00528,TAG010,tagué,1
U0048,T00169,a_créé,1
T00893,C0031,appartient_à,1
U0048,T00366,a_créé,1
T03109,TAG003,tagué,1
T01899,TAG012,tagué,1
U0049,C0026,gère,6
T01430,TAG007,tagué,1
M01182,T00545,lié_à,1
U0082,M00219,a_envoyé,1
U0014,T02875,assigné_à,1
T03147,TAG010,tagué,1
U0048,T02921,a_créé,1
T01327,TAG009,tagué,1
U0078,M00341,a_envoyé,1
U0044,T02821,assigné_à,1
T01916,TAG025,tagué,1
T02737,C0060,appartient_à,1
T01847,TAG008,tagué,1
M00272,T00046,lié_à,1
U0032,T02718,assigné_à,1
T02276,TAG003,tagué,1
T03260,TAG020,tagué,1
U0039,T02743,assigné_à,1
M00499,T03309,lié_à,1
T02506,TAG022,tagué,1
T03496,TAG008,tagué,1
T02180,TAG003,tagué,1
U0037,T00188,assigné_à,1
T00182,C0043,appartient_à,1
T02491,TAG020,tagué,1
U0100,T03225,assigné_à,1
U0043,M00487,a_envoyé,1
U0099,T01528,assigné_à,1
T00274,TAG013,tagué,1
U0074,T00802,a_créé,1
U0025,T02490,assigné_à,1
U0077,T01351,assigné_à,1
T03377,TAG014,tagué,1
U0008,T00559,a_créé,1
T01618,C0005,appartient_à,1
T01744,TAG004,tagué,1
U0007,T02229,a_créé,1
T00303,C0008,appartient_à,1
U0048,T01544,a_créé,1
U0037,T01284,a_créé,1
U0075,T01200,a_créé,1
U0047,M01099,a_envoyé,1
T00198,TAG019,tagué,1
T03436,TAG012,tagué,1
U0086,T02818,assigné_à,1
T00923,TAG022,tagué,1
T00611,TAG020,tagué,1
T03187,TAG021,tagué,1
T00969,TAG009,tagué,1
T01627,TAG012,tagué,1
T01969,C0002,appartient_à,1
T02133,TAG009,tagué,1
T00625,C0055,appartient_à,1
U0009,T03273,assigné_à,1
T03045,TAG022,tagué,1
U0015,T01247,assigné_à,1
U0013,T00691,assigné_à,1
T00200,TAG011,tagué,1
U0081,T02123,assigné_à,1
U0050,T00316,assigné_à,1
T01723,C0058,appartient_à,1
U0093,T02636,assigné_à,1
T00534,TAG014,tagué,1
U0095,T02344,a_créé,1
T00670,TAG022,tagué,1
M01100,T00503,lié_à,1
T02540,TAG010,tagué,1
U0055,T03465,a_créé,1
T02476,C0049,appartient_à,1
T01820,C0035,appartient_à,1
T00199,C0015,appartient_à,1
T03261,C0038,appartient_à,1
U0048,T02658,assigné_à,1
U0082,T01245,a_créé,1
U0095,T03257,assigné_à,1
U0039,M01011,a_envoyé,1
M00890,T02337,lié_à,1
U0032,T00263,a_créé,1
T01923,C0049,appartient_à,1
U0021,T00059,assigné_à,1
U0094,T02820,a_créé,1
T01376,C0015,appartient_à,1
U0014,C0007,gère,4
T01308,TAG022,tagué,1
U0056,T03146,assigné_à,1
U0056,T03219,assigné_à,1
U0068,T00863,a_créé,1
T01932,TAG013,tagué,1
U0084,T03101,a_créé,1
T03249,C0034,appartient_à,1
T00598,C0022,appartient_à,1
T03080,TAG007,tagué,1
U0091,T02159,assigné_à,1
T01346,TAG016,tagué,1
T02459,TAG022,tagué,1
T00156,TAG021,tagué,1
T02786,C0010,appartient_à,1
T00135,TAG015,tagué,1
U0041,T00627,a_créé,1
U0015,T02103,a_créé,1
T02810,C0043,appartient_à,1
T00647,TAG022,tagué,1
T01965,C0054,appartient_à,1
U0036,T03033,a_créé,1
T02666,C0010,appartient_à,1
T00194,TAG007,tagué,1
T03203,TAG021,tagué,1
U0094,T00172,a_créé,1
M00040,T01408,lié_à,1
T02900,TAG022,tagué,1
T02172,C0045,appartient_à,1
T02476,TAG007,tagué,1
U0070,T03297,a_créé,1
T00394,C0045,appartient_à,1
T02209,TAG022,tagué,1
U0001,T01515,assigné_à,1
T00519,C0001,appartient_à,1
T00547,C0009,appartient_à,1
T03365,TAG015,tagué,1
U0052,T00695,a_créé,1
T03223,TAG008,tagué,1
T03346,C0036,appartient_à,1
T02095,TAG022,tagué,1
U0081,T03486,a_créé,1
U0064,M00007,a_envoyé,1
U0064,T00404,a_créé,1
U0094,T03211,assigné_à,1
T00458,C0050,appartient_à,1
U0082,T03347,a_créé,1
T02386,TAG006,tagué,1
T03482,C0042,appartient_à,1
U0089,T00386,assigné_à,1
U0021,T02884,a_créé,1
T02758,TAG012,tagué,1
T00391,TAG005,tagué,1
T03131,TAG022,tagué,1
T02619,C0024,appartient_à,1
T02909,TAG015,tagué,1
T00610,C0049,appartient_à,1
U0034,T00316,a_créé,1
U0045,T01313,a_créé,1
T01415,TAG012,tagué,1
T02950,C0017,appartient_à,1
U0035,T02757,assigné_à,1
U0062,T02337,a_créé,1
U0035,T01809,a_créé,1
U0056,T03255,assigné_à,1
M00813,T01311,lié_à,1
U0022,T02800,assigné_à,1
U0002,M00711,a_envoyé,1
U0046,T01855,a_créé,1
U0055,T01326,assigné_à,1
T00616,TAG021,tagué,1
M00370,T02394,lié_à,1
U0093,M00485,a_envoyé,1
U0031,T03277,a_créé,1
U0092,T01468,assigné_à,1
T00326,C0057,appartient_à,1
U0062,M00363,a_envoyé,1
T02615,TAG003,tagué,1
U0080,T01892,a_créé,1
T01753,C0012,appartient_à,1
U0006,M00602,a_envoyé,1
U0086,T01509,a_créé,1
T02629,C0012,appartient_à,1
T03121,TAG006,tagué,1
T00471,TAG002,tagué,1
T00942,C0026,appartient_à,1
T00859,C0044,appartient_à,1
U0033,T02858,assigné_à,1
U0051,M00738,a_envoyé,1
U0029,T01987,a_créé,1
T02343,C0043,appartient_à,1
T00862,C0021,appartient_à,1
U0007,T03050,a_créé,1
U0086,T00651,a_créé,1
U0059,M00597,a_envoyé,1
U0068,T03187,a_créé,1
U0060,T00589,assigné_à,1
U0053,T00093,a_créé,1
U0081,T01267,a_créé,1
U0028,M00128,a_envoyé,1
T01120,C0001,appartient_à,1
T00655,TAG005,tagué,1
U0086,T01478,a_créé,1
U0059,M00465,a_envoyé,1
T00565,TAG003,tagué,1
U0005,T03193,assigné_à,1
T01552,TAG024,tagué,1
U0083,T00186,assigné_à,1
T02404,TAG001,tagué,1
T01991,C0014,appartient_à,1
U0100,T01595,a_créé,1
U0065,T02154,assigné_à,1
T02260,TAG007,tagué,1
U0077,T01645,a_créé,1
U0044,M00126,a_envoyé,1
T00971,TAG017,tagué,1
U0043,T00042,assigné_à,1
T01687,TAG022,tagué,1
T00077,C0027,appartient_à,1
M00449,T02404,lié_à,1
T01715,C0020,appartient_à,1
T02377,TAG001,tagué,1
T00783,TAG001,tagué,1
T01137,C0011,appartient_à,1
T03051,TAG011,tagué,1
U0045,T02158,a_créé,1
T00925,C0032,appartient_à,1
T02343,TAG015,tagué,1
T02792,C0042,appartient_à,1
T01827,C0009,appartient_à,1
T03146,TAG005,tagué,1
U0045,T01675,a_créé,1
T03468,TAG020,tagué,1
T02479,TAG024,tagué,1
U0078,T02267,a_créé,1
U0063,T02665,a_créé,1
T01324,TAG022,tagué,1
T01682,TAG017,tagué,1
T01784,C0057,appartient_à,1
U0093,T00459,assigné_à,1
T02106,C0054,appartient_à,1
U0069,T00626,assigné_à,1
T01695,TAG006,tagué,1
T01910,TAG010,tagué,1
T00475,TAG008,tagué,1
T00362,TAG002,tagué,1
U0094,M00823,a_envoyé,1
T01088,C0028,appartient_à,1
T03220,C0032,appartient_à,1
T00785,TAG021,tagué,1
U0053,T03444,assigné_à,1
T01961,TAG015,tagué,1
T03146,C0031,appartient_à,1
T01640,C0015,appartient_à,1
T00931,C0019,appartient_à,1
T02890,TAG006,tagué,1
T00082,C0023,appartient_à,1
T01312,TAG020,tagué,1
T00281,C0007,appartient_à,1
T02502,TAG019,tagué,1
T00981,TAG013,tagué,1
T00575,C0059,appartient_à,1
T01929,TAG014,tagué,1
U0066,T01205,assigné_à,1
T02808,TAG025,tagué,1
U0042,T03449,a_créé,1
U0079,T01607,a_créé,1
U0048,T03335,a_créé,1
U0065,T01179,assigné_à,1
T02000,TAG007,tagué,1
T01919,TAG019,tagué,1
U0009,M00025,a_envoyé,1
U0029,T01162,a_créé,1
U0017,T01213,a_créé,1
U0001,T00906,assigné_à,1
T00358,TAG013,tagué,1
T01789,TAG002,tagué,1
U0027,T03353,a_créé,1
T03356,TAG023,tagué,1
T00295,C0003,appartient_à,1
U0028,T01868,assigné_à,1
T03488,TAG019,tagué,1
T03189,TAG014,tagué,1
T02897,C0005,appartient_à,1
U0029,T02529,a_créé,1
U0099,M00344,a_envoyé,1
T01589,TAG003,tagué,1
U0080,T00907,assigné_à,1
U0019,T00792,assigné_à,1
U0032,T01722,a_créé,1
T03497,TAG014,tagué,1
M00735,T01640,lié_à,1
T01140,C0001,appartient_à,1
T02977,C0052,appartient_à,1
M00026,T00861,lié_à,1
U0012,T02639,a_créé,1
T02399,C0018,appartient_à,1
T03091,TAG016,tagué,1
T01507,TAG007,tagué,1
T02716,TAG002,tagué,1
U0086,T01574,assigné_à,1
U0036,T03214,a_créé,1
U0071,T02889,a_créé,1
T00529,TAG006,tagué,1
U0033,T02915,a_créé,1
T02017,TAG017,tagué,1
U0023,T02114,a_créé,1
U0060,T02879,assigné_à,1
T02822,C0032,appartient_à,1
U0005,T00471,a_créé,1
U0081,T01830,assigné_à,1
T03479,TAG017,tagué,1
T02837,C0043,appartient_à,1
T03174,TAG017,tagué,1
T03485,TAG017,tagué,1
M00336,T03302,lié_à,1
U0014,M00087,a_envoyé,1
T03498,TAG020,tagué,1
U0009,M00312,a_envoyé,1
U0049,M00576,a_envoyé,1
T01920,TAG016,tagué,1
T01209,TAG006,tagué,1
U0084,M00852,a_envoyé,1
T03207,C0024,appartient_à,1
T00072,TAG015,tagué,1
T01106,TAG019,tagué,1
U0046,T00843,a_créé,1
U0090,T00095,assigné_à,1
T00815,C0034,appartient_à,1
U0034,T00010,a_créé,1
T00877,TAG009,tagué,1
U0037,T02309,assigné_à,1
T00212,C0012,appartient_à,1
U0062,T01147,assigné_à,1
T01189,TAG009,tagué,1
U0032,M00311,a_envoyé,1
U0070,T02979,a_créé,1
M00015,T02106,lié_à,1
T02318,C0010,appartient_à,1
T01917,C0055,appartient_à,1
T01456,TAG010,tagué,1
T01134,C0055,appartient_à,1
U0099,T02113,a_créé,1
T01199,TAG024,tagué,1
T02795,TAG004,tagué,1
T02746,TAG003,tagué,1
T01400,C0032,appartient_à,1
T02290,C0008,appartient_à,1
U0087,T00867,a_créé,1
T00529,TAG014,tagué,1
M00307,T00528,lié_à,1
U0040,T01391,a_créé,1
M00354,T01080,lié_à,1
T00641,TAG014,tagué,1
U0059,T02236,a_créé,1
U0005,M00259,a_envoyé,1
U0052,T01154,a_créé,1
T00157,C0054,appartient_à,1
T00556,TAG018,tagué,1
T03295,C0024,appartient_à,1
M00266,T02347,lié_à,1
U0093,T01044,assigné_à,1
T00274,TAG021,tagué,1
T02195,TAG001,tagué,1
T01853,TAG004,tagué,1
U0037,T00885,a_créé,1
T02396,TAG004,tagué,1
U0096,T02063,assigné_à,1
T03061,C0020,appartient_à,1
U0047,M00336,a_envoyé,1
U0027,T02936,assigné_à,1
T02365,TAG012,tagué,1
U0052,T02405,assigné_à,1
U0074,T00697,assigné_à,1
T03088,C0039,appartient_à,1
M00130,T00361,lié_à,1
T02073,TAG011,tagué,1
T02366,TAG018,tagué,1
T01373,TAG017,tagué,1
T02995,TAG001,tagué,1
U0077,T02458,assigné_à,1
T00431,TAG013,tagué,1
T00209,C0056,appartient_à,1
T01476,TAG012,tagué,1
U0029,T00062,assigné_à,1
U0034,T02234,a_créé,1
T02720,C0019,appartient_à,1
U0038,T00089,a_créé,1
U0019,T00234,assigné_à,1
U0029,T00824,a_créé,1
T02807,TAG005,tagué,1
U0033,T00670,a_créé,1
T01838,TAG009,tagué,1
U0034,T01200,assigné_à,1
U0010,T02340,assigné_à,1
T01375,TAG017,tagué,1
T00513,TAG014,tagué,1
T00485,TAG014,tagué,1
T03435,TAG003,tagué,1
T00738,C0055,appartient_à,1
T02210,TAG019,tagué,1
T03193,TAG002,tagué,1
T00707,TAG020,tagué,1
U0031,T02775,a_créé,1
T01133,TAG002,tagué,1
U0050,T02039,a_créé,1
M00066,T02543,lié_à,1
U0067,T02478,a_créé,1
T01394,TAG019,tagué,1
U0069,T00711,assigné_à,1
T02603,C0014,appartient_à,1
T00778,TAG013,tagué,1
T03043,TAG005,tagué,1
T02874,C0050,appartient_à,1
U0083,T00699,a_créé,1
U0077,M00286,a_envoyé,1
U0032,T00820,a_créé,1
T01506,TAG002,tagué,1
M00914,T02616,lié_à,1
T03266,TAG002,tagué,1
U0066,T02840,a_créé,1
T00980,TAG006,tagué,1
U0003,M01175,a_envoyé,1
T02185,TAG011,tagué,1
T02849,C0047,appartient_à,1
T00837,TAG020,tagué,1
U0015,M01124,a_envoyé,1
T02113,TAG009,tagué,1
U0073,T03261,a_créé,1
T02910,C0050,appartient_à,1
T01524,TAG024,tagué,1
U0043,T01153,a_créé,1
T03407,TAG017,tagué,1
T00526,TAG004,tagué,1
T00865,C0004,appartient_à,1
T02088,C0055,appartient_à,1
T01170,TAG017,tagué,1
T00940,TAG004,tagué,1
T00645,C0032,appartient_à,1
T02299,C0003,appartient_à,1
T02709,TAG020,tagué,1
T03169,C0041,appartient_à,1
T03333,C0039,appartient_à,1
U0073,T00698,a_créé,1
T02531,C0028,appartient_à,1
T01975,C0057,appartient_à,1
U0069,T02917,assigné_à,1
T03228,C0025,appartient_à,1
T00838,TAG015,tagué,1
U0068,T02133,assigné_à,1
T02724,TAG005,tagué,1
T00610,TAG012,tagué,1
U0072,M00442,a_envoyé,1
T02291,TAG014,tagué,1
T02812,C0031,appartient_à,1
U0060,M00850,a_envoyé,1
U0056,T01108,assigné_à,1
T02886,C0015,appartient_à,1
T01016,TAG008,tagué,1
U0042,T01783,a_créé,1
T02174,TAG020,tagué,1
U0049,T02643,a_créé,1
M00729,T03063,lié_à,1
T00256,TAG009,tagué,1
U0088,M00645,a_envoyé,1
U0094,T00200,a_créé,1
T01876,C0035,appartient_à,1
T02111,C0049,appartient_à,1
U0095,T01379,a_créé,1
U0065,T01927,a_créé,1
U0001,T01686,a_créé,1
T03018,TAG024,tagué,1
T02986,TAG018,tagué,1
T00281,TAG013,tagué,1
T02725,TAG008,tagué,1
T00878,TAG020,tagué,1
U0030,T00923,assigné_à,1
T01146,C0054,appartient_à,1
U0005,T00827,a_créé,1
T02506,C0018,appartient_à,1
U0031,M01007,a_envoyé,1
U0070,M00878,a_envoyé,1
T02484,TAG014,tagué,1
T00136,C0018,appartient_à,1
T00442,TAG010,tagué,1
T03451,TAG019,tagué,1
U0048,T00232,a_créé,1
T01168,TAG013,tagué,1
T00705,C0024,appartient_à,1
T00681,TAG023,tagué,1
T03322,TAG010,tagué,1
U0006,M00193,a_envoyé,1
M00259,T00599,lié_à,1
U0032,M00169,a_envoyé,1
U0074,T01524,a_créé,1
U0050,T00810,a_créé,1
T03493,C0055,appartient_à,1
U0046,T02946,assigné_à,1
T01231,C0019,appartient_à,1
T02765,C0057,appartient_à,1
T02145,TAG012,tagué,1
U0076,M00059,a_envoyé,1
T00334,C0049,appartient_à,1
T00576,C0005,appartient_à,1
T02039,TAG008,tagué,1
U0009,T01619,a_créé,1
T01049,TAG005,tagué,1
T01923,TAG015,tagué,1
T01218,TAG009,tagué,1
T02126,TAG017,tagué,1
U0067,T02432,a_créé,1
U0072,C0047,gère,1
T02653,TAG018,tagué,1
T01366,TAG015,tagué,1
U0076,M00145,a_envoyé,1
T00320,TAG008,tagué,1
U0094,T01264,assigné_à,1
T01995,C0042,appartient_à,1
U0074,T02371,a_créé,1
T01601,TAG016,tagué,1
T03049,C0047,appartient_à,1
M01122,T00145,lié_à,1
T02996,TAG012,tagué,1
U0030,M01086,a_envoyé,1
T01471,TAG017,tagué,1
U0036,T01130,a_créé,1
T01643,C0001,appartient_à,1
T03428,TAG012,tagué,1
U0013,T03326,a_créé,1
T02369,TAG025,tagué,1
U0083,T02558,assigné_à,1
T03228,TAG023,tagué,1
T01006,C0003,appartient_à,1
T00469,TAG005,tagué,1
T00920,TAG007,tagué,1
U0009,T03445,a_créé,1
M01105,T03378,lié_à,1
U0053,T03099,a_créé,1
T00046,TAG009,tagué,1
T02074,C0055,appartient_à,1
M00638,T03144,lié_à,1
T01074,TAG008,tagué,1
T02228,TAG017,tagué,1
T03141,C0002,appartient_à,1
U0099,T00445,a_créé,1
U0042,M00807,a_envoyé,1
T02920,TAG003,tagué,1
U0095,T03274,a_créé,1
U0043,T02156,a_créé,1
U0017,M00746,a_envoyé,1
T03003,TAG019,tagué,1
T02184,C0020,appartient_à,1
T00927,TAG005,tagué,1
T02642,C0039,appartient_à,1
T01542,TAG009,tagué,1
T03022,TAG015,tagué,1
T00886,TAG023,tagué,1
T00158,TAG016,tagué,1
T01588,C0045,appartient_à,1
U0025,M00797,a_envoyé,1
U0035,T02546,assigné_à,1
T00316,TAG013,tagué,1
T00424,C0029,appartient_à,1
T01841,TAG007,tagué,1
U0001,T03237,a_créé,1
T03401,TAG019,tagué,1
T02771,C0016,appartient_à,1
T02570,TAG011,tagué,1
T00304,C0016,appartient_à,1
T02584,C0058,appartient_à,1
U0016,T02765,assigné_à,1
T01903,TAG020,tagué,1
T02607,TAG002,tagué,1
U0086,C0019,gère,9
U0094,T01842,a_créé,1
U0031,T00871,a_créé,1
T00937,TAG022,tagué,1
U0082,T02427,a_créé,1
M00367,T02600,lié_à,1
M00051,T03251,lié_à,1
U0049,T00753,assigné_à,1
T00953,TAG001,tagué,1
U0080,T00562,a_créé,1
U0097,T02771,a_créé,1
U0038,T02587,assigné_à,1
U0026,M00959,a_envoyé,1
T01303,C0014,appartient_à,1
U0020,T02962,a_créé,1
T01293,TAG016,tagué,1
T01270,TAG019,tagué,1
T02298,TAG003,tagué,1
T01319,TAG005,tagué,1
U0063,T03133,assigné_à,1
U0076,M00255,a_envoyé,1
T00329,TAG016,tagué,1
T00759,TAG017,tagué,1
T01883,C0032,appartient_à,1
U0013,M00297,a_envoyé,1
T01551,TAG015,tagué,1
U0065,T02584,a_créé,1
M00652,T02960,lié_à,1
U0092,T01210,a_créé,1
U0069,T01519,a_créé,1
T02210,TAG018,tagué,1
U0020,C0057,gère,6
U0077,T00371,assigné_à,1
U0026,C0004,gère,1
T03176,TAG023,tagué,1
T01609,TAG013,tagué,1
T00120,TAG014,tagué,1
U0004,T00270,assigné_à,1
U0041,M00016,a_envoyé,1
U0078,T03051,assigné_à,1
T02386,C0030,appartient_à,1
M01185,T00879,lié_à,1
T02568,C0027,appartient_à,1
U0052,T02864,assigné_à,1
U0022,T02202,a_créé,1
T01383,TAG016,tagué,1
T00085,C0051,appartient_à,1
T01081,TAG004,tagué,1
U0096,T03228,a_créé,1
T01307,TAG023,tagué,1
U0043,M01118,a_envoyé,1
T00650,TAG022,tagué,1
T01706,C0042,appartient_à,1
M00020,T03164,lié_à,1
T02582,TAG004,tagué,1
T01436,TAG009,tagué,1
U0064,C0022,gère,8
M00448,T02135,lié_à,1
T00606,C0002,appartient_à,1
U0085,T00617,a_créé,1
T02704,TAG021,tagué,1
T00318,TAG023,tagué,1
T00616,C0050,appartient_à,1
U0092,T02832,a_créé,1
T01644,TAG016,tagué,1
U0020,T01285,assigné_à,1
U0051,T01425,a_créé,1
T01706,TAG001,tagué,1
T02708,TAG008,tagué,1
T02235,C0048,appartient_à,1
T03016,C0053,appartient_à,1
T00290,TAG015,tagué,1
T02638,C0016,appartient_à,1
T02833,TAG024,tagué,1
T00355,TAG023,tagué,1
T03275,TAG012,tagué,1
T00033,TAG018,tagué,1
U0084,T01491,assigné_à,1
T01139,TAG004,tagué,1
U0091,M00394,a_envoyé,1
U0040,T02131,a_créé,1
T02654,TAG004,tagué,1
T02863,TAG019,tagué,1
U0006,T02995,assigné_à,1
U0031,M00439,a_envoyé,1
U0019,T01179,a_créé,1
U0058,T01438,a_créé,1
T02241,TAG014,tagué,1
T00587,C0019,appartient_à,1
T03211,TAG016,tagué,1
