id,label,type,attribute1,attribute2,attribute3
T02637,Ticket #2637 - Performance,ticket,resolved,2026-03-07,high
M00410,Message #410,message,outbound,2025-10-12,true
T00614,Ticket #614 - Training,ticket,resolved,2025-09-16,low
T01643,Ticket #1643 - Onboarding,ticket,pending,2025-09-12,high
M00085,Message #85,message,internal_note,2025-08-14,true
T01578,Ticket #1578 - Security,ticket,resolved,2025-05-18,medium
M00162,Message #162,message,internal_note,2025-05-12,true
T00448,Ticket #448 - Support,ticket,open,2025-08-17,critical
T03261,Ticket #3261 - Security,ticket,in_progress,2025-11-03,medium
T00997,Ticket #997 - Onboarding,ticket,open,2025-11-02,low
T03348,Ticket #3348 - Support,ticket,in_progress,2025-06-26,critical
T00165,Ticket #165 - Feature Request,ticket,closed,2025-10-21,high
T00374,Ticket #374 - Documentation,ticket,in_progress,2025-08-28,medium
T03320,Ticket #3320 - Training,ticket,resolved,2026-01-12,critical
M00029,Message #29,message,inbound,2025-11-05,true
T00996,Ticket #996 - Documentation,ticket,resolved,2025-04-14,low
TAG009,auth,tag,tag,,true
T00511,Ticket #511 - Security,ticket,open,2025-04-20,high
M00666,Message #666,message,outbound,2025-03-20,true
M00353,Message #353,message,internal_note,2025-11-25,true
T02890,Ticket #2890 - Support,ticket,resolved,2025-06-09,low
T00558,Ticket #558 - Security,ticket,pending,2025-09-16,critical
T01239,Ticket #1239 - Onboarding,ticket,closed,2025-11-21,high
T01207,Ticket #1207 - Integration,ticket,open,2025-04-18,critical
T01161,Ticket #1161 - Integration,ticket,resolved,2025-10-08,low
T00052,Ticket #52 - Billing,ticket,closed,2025-12-12,low
T02407,Ticket #2407 - Training,ticket,resolved,2026-02-09,high
T00647,Ticket #647 - Feature Request,ticket,in_progress,2025-06-08,medium
T02775,Ticket #2775 - Onboarding,ticket,in_progress,2025-07-23,medium
T01173,Ticket #1173 - Bug,ticket,in_progress,2026-02-27,medium
T00271,Ticket #271 - Integration,ticket,in_progress,2025-06-09,low
T01902,Ticket #1902 - Support,ticket,open,2025-06-13,low
T02626,Ticket #2626 - Feature Request,ticket,closed,2025-07-19,critical
T00157,Ticket #157 - Onboarding,ticket,open,2026-01-05,critical
U0015,Karl Moreau,user,admin,2025-08-08,false
T01522,Ticket #1522 - Integration,ticket,resolved,2026-02-06,high
C0059,Zenith #59,client,pro,2025-05-30,false
M00292,Message #292,message,internal_note,2025-11-11,true
T00436,Ticket #436 - Billing,ticket,resolved,2025-08-31,critical
T02307,Ticket #2307 - Training,ticket,pending,2026-01-04,high
U0022,Quentin Robert,user,agent,2024-08-13,false
T02430,Ticket #2430 - Integration,ticket,pending,2025-10-17,critical
T02724,Ticket #2724 - Feature Request,ticket,open,2025-06-30,low
M00393,Message #393,message,outbound,2025-07-11,true
T01949,Ticket #1949 - Support,ticket,open,2025-06-22,high
TAG011,export,tag,tag,,true
T01165,Ticket #1165 - Support,ticket,closed,2025-04-14,critical
T00994,Ticket #994 - Support,ticket,in_progress,2025-11-01,medium
M00312,Message #312,message,inbound,2025-12-27,true
T01538,Ticket #1538 - Billing,ticket,resolved,2025-12-14,high
M00279,Message #279,message,inbound,2025-11-05,true
T03126,Ticket #3126 - Performance,ticket,open,2026-02-05,medium
T00189,Ticket #189 - Security,ticket,pending,2025-09-25,low
T02821,Ticket #2821 - Feature Request,ticket,resolved,2026-02-26,critical
T00105,Ticket #105 - Integration,ticket,closed,2025-03-20,high
T00821,Ticket #821 - Training,ticket,pending,2025-03-11,high
U0082,Remi Durand,user,admin,2024-07-22,true
M00142,Message #142,message,internal_note,2026-01-08,true
T02340,Ticket #2340 - Integration,ticket,in_progress,2025-11-15,low
T00697,Ticket #697 - Training,ticket,open,2025-11-20,high
M00091,Message #91,message,internal_note,2026-01-08,true
M00758,Message #758,message,internal_note,2025-03-26,true
T03228,Ticket #3228 - Bug,ticket,resolved,2025-04-08,medium
T01348,Ticket #1348 - Feature Request,ticket,open,2026-01-14,critical
T00616,Ticket #616 - Bug,ticket,open,2025-12-20,critical
M00971,Message #971,message,internal_note,2025-04-20,true
T02185,Ticket #2185 - Billing,ticket,pending,2026-01-06,critical
T01754,Ticket #1754 - Support,ticket,in_progress,2026-01-22,low
T01725,Ticket #1725 - Documentation,ticket,pending,2025-06-07,low
T00272,Ticket #272 - Documentation,ticket,in_progress,2025-11-07,medium
T01921,Ticket #1921 - Onboarding,ticket,pending,2025-09-10,low
M00291,Message #291,message,inbound,2026-01-16,true
T01766,Ticket #1766 - Security,ticket,open,2025-04-20,medium
T00730,Ticket #730 - Integration,ticket,open,2026-01-23,low
M00847,Message #847,message,outbound,2025-10-06,true
T01289,Ticket #1289 - Security,ticket,pending,2025-11-10,high
T02505,Ticket #2505 - Feature Request,ticket,in_progress,2025-10-10,low
M00767,Message #767,message,internal_note,2025-07-08,true
T03055,Ticket #3055 - Onboarding,ticket,pending,2025-12-27,low
T00141,Ticket #141 - Performance,ticket,resolved,2025-09-02,critical
T01744,Ticket #1744 - Integration,ticket,resolved,2025-05-24,critical
T01313,Ticket #1313 - Support,ticket,open,2025-12-10,critical
T01213,Ticket #1213 - Feature Request,ticket,open,2025-06-16,low
T00538,Ticket #538 - Billing,ticket,resolved,2025-09-28,high
T01651,Ticket #1651 - Performance,ticket,closed,2025-05-30,critical
T02202,Ticket #2202 - Bug,ticket,resolved,2025-04-10,high
T02691,Ticket #2691 - Security,ticket,closed,2025-07-15,high
M00401,Message #401,message,internal_note,2025-05-24,true
T01558,Ticket #1558 - Bug,ticket,open,2026-02-12,medium
T02639,Ticket #2639 - Onboarding,ticket,pending,2025-08-10,medium
U0040,Tina Fontaine,user,supervisor,2024-05-14,false
T00504,Ticket #504 - Training,ticket,closed,2025-03-11,critical
T00095,Ticket #95 - Performance,ticket,closed,2025-06-30,low
T00231,Ticket #231 - Security,ticket,pending,2025-10-17,critical
M01016,Message #1016,message,outbound,2025-09-19,true
T00967,Ticket #967 - Bug,ticket,pending,2025-08-27,low
T01513,Ticket #1513 - Integration,ticket,open,2025-05-24,high
M00564,Message #564,message,inbound,2025-09-18,true
T01837,Ticket #1837 - Performance,ticket,pending,2025-10-27,high
T00063,Ticket #63 - Integration,ticket,open,2025-05-08,low
T00876,Ticket #876 - Documentation,ticket,closed,2025-09-08,critical
M00360,Message #360,message,inbound,2025-08-12,true
M00434,Message #434,message,outbound,2025-08-28,true
T03166,Ticket #3166 - Training,ticket,in_progress,2025-11-29,medium
T02717,Ticket #2717 - Billing,ticket,in_progress,2025-07-18,low
T03283,Ticket #3283 - Integration,ticket,resolved,2025-11-05,high
T02829,Ticket #2829 - Feature Request,ticket,in_progress,2025-07-01,high
M00540,Message #540,message,internal_note,2025-12-06,true
T02488,Ticket #2488 - Security,ticket,closed,2025-07-08,low
T00987,Ticket #987 - Billing,ticket,resolved,2025-06-04,high
T00531,Ticket #531 - Onboarding,ticket,closed,2025-04-24,critical
M01061,Message #1061,message,outbound,2025-06-02,true
M00281,Message #281,message,outbound,2025-05-29,true
T03077,Ticket #3077 - Documentation,ticket,in_progress,2025-11-02,critical
T03327,Ticket #3327 - Integration,ticket,open,2025-12-07,critical
T03415,Ticket #3415 - Bug,ticket,open,2025-09-22,low
U0037,Iris Perrin,user,admin,2024-08-25,true
M00421,Message #421,message,inbound,2025-04-12,true
M00587,Message #587,message,internal_note,2025-05-11,true
M01113,Message #1113,message,outbound,2025-03-11,true
T01909,Ticket #1909 - Training,ticket,pending,2025-05-06,critical
M00639,Message #639,message,outbound,2025-06-01,true
T01287,Ticket #1287 - Security,ticket,resolved,2025-08-21,medium
T01889,Ticket #1889 - Billing,ticket,open,2025-12-03,low
T02190,Ticket #2190 - Documentation,ticket,open,2025-08-23,high
T00852,Ticket #852 - Integration,ticket,open,2026-01-03,critical
M00284,Message #284,message,inbound,2026-01-12,true
T02345,Ticket #2345 - Security,ticket,open,2025-03-10,medium
T03262,Ticket #3262 - Training,ticket,resolved,2025-03-25,low
T00913,Ticket #913 - Documentation,ticket,in_progress,2025-11-25,critical
T03198,Ticket #3198 - Documentation,ticket,pending,2025-07-11,high
T00079,Ticket #79 - Integration,ticket,open,2026-02-24,medium
T02647,Ticket #2647 - Support,ticket,open,2025-03-12,medium
M00385,Message #385,message,inbound,2025-05-27,true
M00753,Message #753,message,inbound,2025-10-09,true
T02992,Ticket #2992 - Support,ticket,pending,2025-05-22,critical
M00595,Message #595,message,inbound,2025-06-13,true
T00239,Ticket #239 - Billing,ticket,in_progress,2026-01-22,critical
T00295,Ticket #295 - Onboarding,ticket,resolved,2025-05-06,critical
T01794,Ticket #1794 - Feature Request,ticket,closed,2025-10-09,medium
T01052,Ticket #1052 - Integration,ticket,closed,2025-05-06,low
M01028,Message #1028,message,outbound,2025-10-05,true
T01592,Ticket #1592 - Onboarding,ticket,in_progress,2025-06-06,medium
T01358,Ticket #1358 - Integration,ticket,in_progress,2025-03-14,high
M00634,Message #634,message,internal_note,2025-07-21,true
M00718,Message #718,message,inbound,2025-05-23,true
M00991,Message #991,message,outbound,2025-04-30,true
M00512,Message #512,message,inbound,2025-09-28,true
M01039,Message #1039,message,internal_note,2025-06-06,true
T02478,Ticket #2478 - Security,ticket,in_progress,2025-09-03,high
T03380,Ticket #3380 - Bug,ticket,closed,2025-09-26,critical
T01942,Ticket #1942 - Performance,ticket,resolved,2025-03-27,high
T02946,Ticket #2946 - Billing,ticket,pending,2026-02-16,high
M01095,Message #1095,message,inbound,2025-06-06,true
T02338,Ticket #2338 - Onboarding,ticket,resolved,2025-09-03,low
M00596,Message #596,message,outbound,2025-07-17,true
U0073,Remi Rousseau,user,admin,2024-06-22,true
T03432,Ticket #3432 - Billing,ticket,in_progress,2026-02-21,critical
T02825,Ticket #2825 - Training,ticket,open,2025-08-01,medium
T01276,Ticket #1276 - Documentation,ticket,resolved,2025-04-26,medium
T03318,Ticket #3318 - Support,ticket,open,2025-06-06,medium
M00807,Message #807,message,outbound,2026-01-25,true
T00591,Ticket #591 - Integration,ticket,in_progress,2025-06-30,low
M00244,Message #244,message,internal_note,2025-10-15,true
T00267,Ticket #267 - Documentation,ticket,in_progress,2025-06-13,critical
T02230,Ticket #2230 - Documentation,ticket,open,2025-08-04,critical
T02255,Ticket #2255 - Bug,ticket,open,2026-01-22,critical
T01234,Ticket #1234 - Security,ticket,in_progress,2025-11-07,medium
M00170,Message #170,message,internal_note,2025-11-28,true
T03335,Ticket #3335 - Training,ticket,closed,2025-09-26,medium
T00006,Ticket #6 - Training,ticket,closed,2025-07-15,high
T03197,Ticket #3197 - Onboarding,ticket,open,2025-05-05,critical
T02088,Ticket #2088 - Integration,ticket,open,2025-06-30,medium
T03058,Ticket #3058 - Billing,ticket,resolved,2025-04-29,critical
T01950,Ticket #1950 - Documentation,ticket,pending,2025-04-19,medium
T02447,Ticket #2447 - Support,ticket,pending,2025-07-12,high
T00661,Ticket #661 - Documentation,ticket,pending,2026-02-10,critical
T01968,Ticket #1968 - Integration,ticket,closed,2025-03-15,low
T02967,Ticket #2967 - Documentation,ticket,resolved,2026-01-18,medium
C0019,KappaGroup #19,client,pro,2025-01-10,true
T01915,Ticket #1915 - Performance,ticket,resolved,2025-10-06,medium
T00649,Ticket #649 - Documentation,ticket,closed,2025-12-21,high
T01403,Ticket #1403 - Bug,ticket,closed,2026-02-24,critical
T00175,Ticket #175 - Documentation,ticket,open,2025-05-14,high
T02970,Ticket #2970 - Performance,ticket,pending,2026-01-04,critical
T00907,Ticket #907 - Performance,ticket,closed,2026-01-29,critical
T00864,Ticket #864 - Support,ticket,open,2025-05-13,medium
T01587,Ticket #1587 - Billing,ticket,resolved,2025-05-22,low
M01145,Message #1145,message,outbound,2025-07-30,true
T02910,Ticket #2910 - Performance,ticket,resolved,2025-07-26,low
T01932,Ticket #1932 - Documentation,ticket,closed,2026-01-26,high
T02200,Ticket #2200 - Performance,ticket,open,2025-11-12,medium
T02824,Ticket #2824 - Documentation,ticket,pending,2025-05-01,critical
T00831,Ticket #831 - Bug,ticket,in_progress,2025-08-16,high
M00272,Message #272,message,inbound,2025-10-12,true
T02652,Ticket #2652 - Bug,ticket,in_progress,2025-03-13,low
T01399,Ticket #1399 - Support,ticket,in_progress,2025-09-12,high
T03374,Ticket #3374 - Feature Request,ticket,resolved,2025-10-20,critical
TAG005,mobile,tag,tag,,true
M00433,Message #433,message,outbound,2025-11-28,true
T02872,Ticket #2872 - Training,ticket,resolved,2025-10-27,low
M00034,Message #34,message,inbound,2025-05-01,true
T00507,Ticket #507 - Performance,ticket,closed,2025-03-23,low
T01142,Ticket #1142 - Performance,ticket,closed,2025-12-06,low
T01067,Ticket #1067 - Onboarding,ticket,pending,2025-05-19,high
T02286,Ticket #2286 - Documentation,ticket,resolved,2025-04-06,medium
M00197,Message #197,message,internal_note,2025-12-09,true
T02143,Ticket #2143 - Onboarding,ticket,open,2025-06-28,high
T01924,Ticket #1924 - Feature Request,ticket,in_progress,2025-05-02,low
T00389,Ticket #389 - Security,ticket,closed,2025-10-13,low
M00463,Message #463,message,internal_note,2026-01-15,true
T03416,Ticket #3416 - Integration,ticket,open,2025-12-27,critical
T00527,Ticket #527 - Billing,ticket,closed,2025-10-24,high
M00827,Message #827,message,internal_note,2025-04-04,true
T01601,Ticket #1601 - Onboarding,ticket,open,2026-02-06,high
M01089,Message #1089,message,outbound,2025-06-01,true
T01490,Ticket #1490 - Security,ticket,closed,2025-10-16,high
M01121,Message #1121,message,outbound,2025-09-27,true
T01271,Ticket #1271 - Support,ticket,in_progress,2025-12-25,high
T02018,Ticket #2018 - Onboarding,ticket,in_progress,2025-11-02,critical
T01840,Ticket #1840 - Bug,ticket,closed,2025-12-24,low
T02617,Ticket #2617 - Integration,ticket,closed,2025-04-20,critical
T00166,Ticket #166 - Performance,ticket,in_progress,2025-06-12,high
T02908,Ticket #2908 - Onboarding,ticket,open,2026-02-08,high
M00388,Message #388,message,outbound,2025-03-22,true
T02662,Ticket #2662 - Performance,ticket,open,2025-07-02,low
M00882,Message #882,message,inbound,2025-11-05,true
M00681,Message #681,message,outbound,2025-08-24,true
T01047,Ticket #1047 - Support,ticket,resolved,2025-08-25,medium
T02737,Ticket #2737 - Onboarding,ticket,open,2025-06-02,low
T02013,Ticket #2013 - Feature Request,ticket,in_progress,2025-11-26,medium
T01259,Ticket #1259 - Onboarding,ticket,open,2025-08-18,critical
M00450,Message #450,message,inbound,2026-02-27,true
T02177,Ticket #2177 - Documentation,ticket,open,2025-07-17,low
T00860,Ticket #860 - Onboarding,ticket,resolved,2025-06-17,high
T00574,Ticket #574 - Training,ticket,resolved,2025-05-14,low
T03377,Ticket #3377 - Integration,ticket,in_progress,2025-03-21,critical
M00861,Message #861,message,outbound,2025-08-24,true
T01395,Ticket #1395 - Security,ticket,closed,2025-12-02,high
T03480,Ticket #3480 - Training,ticket,resolved,2025-04-04,high
T00966,Ticket #966 - Integration,ticket,closed,2025-04-16,medium
M00075,Message #75,message,internal_note,2026-02-24,true
T01662,Ticket #1662 - Feature Request,ticket,pending,2025-06-21,low
T03456,Ticket #3456 - Integration,ticket,resolved,2025-09-27,medium
T02699,Ticket #2699 - Integration,ticket,closed,2025-05-07,high
T02976,Ticket #2976 - Billing,ticket,open,2025-05-11,high
M00904,Message #904,message,internal_note,2025-07-02,true
T02472,Ticket #2472 - Onboarding,ticket,closed,2025-10-10,high
T02063,Ticket #2063 - Security,ticket,open,2026-01-04,low
T01871,Ticket #1871 - Onboarding,ticket,resolved,2025-07-30,low
T02484,Ticket #2484 - Onboarding,ticket,in_progress,2025-06-01,medium
T01899,Ticket #1899 - Performance,ticket,resolved,2025-06-30,high
M00776,Message #776,message,internal_note,2026-02-16,true
T03300,Ticket #3300 - Integration,ticket,resolved,2026-03-03,low
T01621,Ticket #1621 - Billing,ticket,closed,2025-03-13,medium
M00318,Message #318,message,outbound,2025-10-08,true
T00340,Ticket #340 - Integration,ticket,closed,2025-09-17,medium
M00058,Message #58,message,internal_note,2025-03-16,true
M00482,Message #482,message,internal_note,2026-02-07,true
T00433,Ticket #433 - Bug,ticket,resolved,2025-09-15,low
M01173,Message #1173,message,inbound,2025-05-21,true
T00827,Ticket #827 - Onboarding,ticket,open,2025-07-07,low
T01595,Ticket #1595 - Performance,ticket,pending,2025-07-15,low
M01084,Message #1084,message,internal_note,2025-10-20,true
T02426,Ticket #2426 - Billing,ticket,open,2026-01-14,low
T02659,Ticket #2659 - Training,ticket,open,2026-01-15,medium
M00207,Message #207,message,internal_note,2025-05-01,true
M00607,Message #607,message,internal_note,2025-12-26,true
M00766,Message #766,message,inbound,2025-03-16,true
T00674,Ticket #674 - Bug,ticket,pending,2025-11-28,high
T00103,Ticket #103 - Support,ticket,pending,2025-11-14,low
C0049,KappaGroup #49,client,pro,2024-10-29,true
T01699,Ticket #1699 - Performance,ticket,closed,2025-06-20,medium
T01524,Ticket #1524 - Bug,ticket,pending,2026-02-10,high
T01982,Ticket #1982 - Billing,ticket,in_progress,2025-04-19,critical
T00658,Ticket #658 - Feature Request,ticket,open,2025-09-20,critical
T01687,Ticket #1687 - Feature Request,ticket,pending,2026-02-16,low
T00685,Ticket #685 - Integration,ticket,open,2025-05-17,low
